id,title,authors,doi,arxiv_id,year,journal,application,source_api,url,pdf_url
462,Improving antenna near-field pattern by use of artificial impedance screens,"[""Stanislav Maslovski"", ""Pekka Ikonen"", ""Constantin Simovski"", ""Mikko Karkkainen"", ""Sergei Tretyakov"", ""Vasil Denchev""]",,physics/0504123v1,2005,,,arxiv,http://arxiv.org/abs/physics/0504123v1,https://arxiv.org/pdf/physics/0504123v1
595,High Performance Nanomaterial-based Inorganic Printed Semiconductor,"[""Hou T. Ng"", ""Alfred Pan""]",10.2352/issn.2169-4451.2005.21.2.art00059_3,,2005,NIP &amp; Digital Fabrication Conference,,crossref,https://doi.org/10.2352/issn.2169-4451.2005.21.2.art00059_3,
671,Rational synthesis of α-MnO2 and γ-Mn2O3 nanowires with the electrochemical characterization of α-MnO2 nanowires for supercapacitor,"[""Xiangying Chen"", ""Xiaoxuan Li"", ""Ying Jiang"", ""Chengwu Shi"", ""Xueliang Li""]",10.1016/j.ssc.2005.06.033,,2005,Solid State Communications,,crossref,https://doi.org/10.1016/j.ssc.2005.06.033,
803,Multi-object spectroscopy of low redshift EIS clusters. III. Properties of optically selected clusters,"[""L. F. Olsen"", ""C. Benoist"", ""L. da Costa"", ""L. Hansen"", ""H. E. Jorgensen""]",10.1051/0004-6361:20041850,astro-ph/0502539v1,2005,,,arxiv,http://arxiv.org/abs/astro-ph/0502539v1,https://arxiv.org/pdf/astro-ph/0502539v1
887,Quasi-ballistic electron transport in as-produced and annealed multiwall carbon nanotubes,"[""Hisashi Kajiura"", ""Anil Nandyala"", ""Alexey Bezryadin""]",,cond-mat/0505378v1,2005,"Carbon vol 43, 1317 (2005)",,arxiv,http://arxiv.org/abs/cond-mat/0505378v1,https://arxiv.org/pdf/cond-mat/0505378v1
907,Microwave Transport in Metallic Single-Walled Carbon Nanotubes,"[""Z. Yu"", ""P. J. Burke""]",10.1021/nl050738k,cond-mat/0504575v2,2005,,,arxiv,http://arxiv.org/abs/cond-mat/0504575v2,https://arxiv.org/pdf/cond-mat/0504575v2
1099,Hydrothermal synthesis of layered Li[Ni1/3Co1/3Mn1/3]O2 as positive electrode material for lithium secondary battery,"[""Seung-Taek Myung"", ""Myung-Hun Lee"", ""Shinichi Komaba"", ""Naoaki Kumagai"", ""Yang-Kook Sun""]",10.1016/j.electacta.2005.02.034,,2005,Electrochimica Acta,,crossref,https://doi.org/10.1016/j.electacta.2005.02.034,
1154,Highly oriented VO2 thin films prepared by sol-gel deposition method,"[""Byung-Gyu Chae"", ""Hyun-Tak Kim"", ""Sun-Jin Yun"", ""Bong-Jun Kim"", ""Yong-Wook Lee"", ""Doo-Hyeb Youn"", ""Kwang-Yong Kang""]",,cond-mat/0510267v2,2005,"Electrochem. and Solid-State Lett. 9, C12 (2006)",,arxiv,http://arxiv.org/abs/cond-mat/0510267v2,https://arxiv.org/pdf/cond-mat/0510267v2
1188,Study of the Nano-Size Silica Sol?Gel Film as the Matrix of Chemically Modified Electrode,"[""Yi-Feng Tu"", ""Jun-Wei Di"", ""Xiao-Jun Chen""]",10.1007/s10971-005-5613-6,,2005,Journal of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1007/s10971-005-5613-6,http://link.springer.com/content/pdf/10.1007/s10971-005-5613-6.pdf
1348,CdSe Thin Film Preparation by Unipolar Current Pulse Electrodeposition Technique,"[""Kiran Jain"", ""N. Karar"", ""H. Chandra""]",10.1557/proc-865-f14.35,,2005,MRS Proceedings,,crossref,https://doi.org/10.1557/proc-865-f14.35,
1413,The atomic-start description of NiO,"[""R. J. Radwanski"", ""Z. Ropka""]",,cond-mat/0503407v1,2005,Acta Physica 18 (2008) 9,,arxiv,http://arxiv.org/abs/cond-mat/0503407v1,https://arxiv.org/pdf/cond-mat/0503407v1
1575,Applications of adiabatic passage in solid-state devices,"[""Jens Siewert"", ""Tobias Brandes""]",,cond-mat/0506412v1,2005,"Adv. in Solid State Phys. 44, 181 (2004)",fuel_cell,arxiv,http://arxiv.org/abs/cond-mat/0506412v1,https://arxiv.org/pdf/cond-mat/0506412v1
1621,Conductivity of polymer electrolyte membranes by impedance spectroscopy with microelectrodes,"[""M KELLY"", ""B EGGER"", ""G FAFILEK"", ""J BESENHARD"", ""H KRONBERGER"", ""G NAUER""]",10.1016/j.ssi.2004.07.071,,2005,Solid State Ionics,,crossref,https://doi.org/10.1016/j.ssi.2004.07.071,
1906,Direct Observation of Hydrogen Adsorption Sites and Nano-Cage Formation in Metal-Organic Frameworks (MOF),"[""T. Yildirim"", ""M. R. Hartman""]",10.1103/PhysRevLett.95.215504,cond-mat/0507220v1,2005,,,arxiv,http://arxiv.org/abs/cond-mat/0507220v1,https://arxiv.org/pdf/cond-mat/0507220v1
1982,Microscopic Model of Charge Carrier Transfer in Complex Media,"[""O. Benichou"", ""J. Klafter"", ""M. Moreau"", ""G. Oshanin""]",10.1016/j.chemphys.2005.06.030,cond-mat/0506029v1,2005,,fuel_cell,arxiv,http://arxiv.org/abs/cond-mat/0506029v1,https://arxiv.org/pdf/cond-mat/0506029v1
2014,Reproducible Low Contact Resistance in Rubrene Single-Crystal Field-Effect Transistors with Nickel Source and Drain Electrodes,"[""Iulian N. Hulea"", ""Saverio Russo"", ""Anna Molinari"", ""Alberto F. Morpurgo""]",10.1063/1.2185632,cond-mat/0511333v1,2005,,,arxiv,http://arxiv.org/abs/cond-mat/0511333v1,https://arxiv.org/pdf/cond-mat/0511333v1
2175,A new method to prepare RuO2·xH2O/carbon nanotube composite for electrochemical capacitors,"[""G.H. Deng"", ""X. Xiao"", ""J.H. Chen"", ""X.B. Zeng"", ""D.L. He"", ""Y.F. Kuang""]",10.1016/j.carbon.2004.12.031,,2005,Carbon,supercapacitor,crossref,https://doi.org/10.1016/j.carbon.2004.12.031,
95,The Interaction between PEDOT/PSS Gate and sub-$μ$ low-k Insulator for All Printed OFETs,"[""Z. Shalabutov"", ""M. Friedrich"", ""I. Thurzo"", ""A. H\u00fcbler"", ""D. R. T. Zahn"", ""U. Hahn""]",,cond-mat/0411372v1,2004,,fuel_cell,arxiv,http://arxiv.org/abs/cond-mat/0411372v1,https://arxiv.org/pdf/cond-mat/0411372v1
180,Quenched growth of nanostructured lead thin films on insulating substrates,"[""V. E. Bochenkov"", ""P. Karageorgiev"", ""L. Brehmer"", ""G. B. Sergeev""]",10.1016/j.tsf.2003.11.188,cond-mat/0404393v2,2004,"Thin Solid Films, 458 (2004) 303-307",fuel_cell,arxiv,http://arxiv.org/abs/cond-mat/0404393v2,https://arxiv.org/pdf/cond-mat/0404393v2
206,Composition dependent magnetic properties of iron oxide - polyaniline nanoclusters,"[""Raksha Sharma"", ""Subhalakshmi Lamba"", ""S. Annapoorni"", ""Parmanand Sharma"", ""Akihisa Inoue""]",10.1063/1.1829788,cond-mat/0407693v1,2004,,fuel_cell,arxiv,http://arxiv.org/abs/cond-mat/0407693v1,https://arxiv.org/pdf/cond-mat/0407693v1
228,Space Charge Effect and Mirror Charge Effect in Photoemission Spectroscopy,"[""X. J. Zhou"", ""B. Wannberg"", ""W. L. Yang"", ""V. Brouet"", ""Z. Sun"", ""J. F. Douglas"", ""D. Dessau"", ""Z. Hussain"", ""Z. -X. Shen""]",,cond-mat/0410006v1,2004,Journal of Electron Spectroscopy and Related Phenomena 142(2005)27-38,,arxiv,http://arxiv.org/abs/cond-mat/0410006v1,https://arxiv.org/pdf/cond-mat/0410006v1
560,The anomalies of the properties of nanomaterials related to the distribution of the grain sizes,"[""M. D. Glinchuk"", ""P. I. Bykov""]",,cond-mat/0406032v1,2004,,,arxiv,http://arxiv.org/abs/cond-mat/0406032v1,https://arxiv.org/pdf/cond-mat/0406032v1
563,Inhomogeneously doped thermoelectric nanomaterials,"[""T. E. Humphrey"", ""H. Linke""]",,cond-mat/0407506v1,2004,,,arxiv,http://arxiv.org/abs/cond-mat/0407506v1,https://arxiv.org/pdf/cond-mat/0407506v1
635,Growth and magnetic properties of MnO2&#8722;delta nanowire microspheres,"[""J. B. Yang"", ""X. D. Zhou"", ""W. J. James"", ""S. K. Malik"", ""C. S. Wang""]",10.1063/1.1805699,cond-mat/0409345v1,2004,,,arxiv,http://arxiv.org/abs/cond-mat/0409345v1,https://arxiv.org/pdf/cond-mat/0409345v1
780,"Atomic carbon in PSS 2322+1944, a quasar at redshift 4.12","[""J. Pety"", ""A. Beelen"", ""P. Cox"", ""D. Downes"", ""A. Omont"", ""F. Bertoldi"", ""C. L. Carilli""]",10.1051/0004-6361:200400096,astro-ph/0411085v1,2004,Astron.Astrophys. 428 (2004) L21-L24,,arxiv,http://arxiv.org/abs/astro-ph/0411085v1,https://arxiv.org/pdf/astro-ph/0411085v1
976,High frequency magnetic permeability of nanocomposite film,"[""N. A. Buznikov"", ""I. T. Iakubov"", ""A. L. Rakhmanov"", ""A. O. Sboychakov""]",10.1016/j.jmmm.2004.12.014,cond-mat/0412073v1,2004,,,arxiv,http://arxiv.org/abs/cond-mat/0412073v1,https://arxiv.org/pdf/cond-mat/0412073v1
1133,Synthesis of Fe2O3 nanoparticles by new Sol-Gel method and their structural and magnetic characterizations,"[""Shakeel Akbar"", ""S. K. Hasanain"", ""Nasia Azmat"", ""M. Nadeem""]",,cond-mat/0408480v1,2004,,,arxiv,http://arxiv.org/abs/cond-mat/0408480v1,https://arxiv.org/pdf/cond-mat/0408480v1
1194,Characterization Techniques Applied To Sol-Gel Derived Coatings and Products,"[""K. Bange""]",10.1007/978-0-387-88953-5_55,,2004,Sol-Gel Technologies for Glass Producers and Users,,crossref,https://doi.org/10.1007/978-0-387-88953-5_55,
1241,Correlation of microwave surface impedance of MgB_2 thin film with material parameters and a temperature niche for microwave applications,"[""B. B. Jin"", ""T. Dahm"", ""C. Iniotakis"", ""A. I. Gubin"", ""Eun-Mi Choi"", ""Hyun Jung Kim"", ""Sung-Ik Lee"", ""W. N. Kang"", ""S. F. Wang"", ""Y. L. Zhou"", ""A. V. Pogrebnyakov"", ""J. M. Redwing"", ""X. X. Xi"", ""N. Klein""]",,cond-mat/0403755v1,2004,,,arxiv,http://arxiv.org/abs/cond-mat/0403755v1,https://arxiv.org/pdf/cond-mat/0403755v1
1243,MgB2 thick film grown on Stainless steel substrate with ductility,"[""Qing-rong Feng"", ""Chinping Chen"", ""Ying Lu"", ""Zhang Zia"", ""Jing-pu Guo"", ""Xiao-nan Wang"", ""Meng Zhu"", ""Jun Xu"", ""Yong-zhong Wang""]",10.1117/12.607297,cond-mat/0408597v1,2004,"Proc. of SPIE, V 5774, P 275-278 (2004)",,arxiv,http://arxiv.org/abs/cond-mat/0408597v1,https://arxiv.org/pdf/cond-mat/0408597v1
1314,Electrodeposition of CuIn1$minus;xGaxSe2 precursor films: optimization of film composition and morphology,"[""A FERNANDEZ""]",10.1016/s0040-6090(04)00403-1,,2004,Thin Solid Films,,crossref,https://doi.org/10.1016/s0040-6090(04)00403-1,
1439,The low-energy electronic structure and the orbital magnetism in NiO,"[""R. J. Radwanski"", ""Z. Ropka""]",,cond-mat/0412484v1,2004,Acta Physica 5 (2007) 17,,arxiv,http://arxiv.org/abs/cond-mat/0412484v1,https://arxiv.org/pdf/cond-mat/0412484v1
1572,Residual interactions and correlations among Laughlin quasiparticles: Novel hierarchy states,"[""John J. Quinn"", ""Arkadiusz Wojs"", ""Kyung-Soo Yi""]",10.1016/j.ssc.2004.02.005,cond-mat/0402326v1,2004,"Solid State Commun. 130, 165 (2004)",fuel_cell,arxiv,http://arxiv.org/abs/cond-mat/0402326v1,https://arxiv.org/pdf/cond-mat/0402326v1
1573,Spin quantum computation in silicon nanostructures,"[""S. Das Sarma"", ""Rogerio de Sousa"", ""Xuedong Hu"", ""Belita Koiller""]",10.1016/j.ssc.2004.12.037,cond-mat/0411755v1,2004,"Solid State Communications 133, 737 (2005).",fuel_cell,arxiv,http://arxiv.org/abs/cond-mat/0411755v1,https://arxiv.org/pdf/cond-mat/0411755v1
1630,Study of SEI Layer Formed on Graphite Anodes in PC/LiBOB Electrolyte Using IR Spectroscopy,"[""G. V. Zhuang"", ""K. Xu"", ""T. R. Jow"", ""P. N. Ross""]",10.1149/1.1756855,,2004,Electrochemical and Solid-State Letters,battery,crossref,https://doi.org/10.1149/1.1756855,
2062,Transport properties of spiral carbon nanofiber mats containing Pd metal clusters using Pd2(dba)3 as catalyst,"[""C. -J. Liu"", ""T. -W. Wu"", ""L. -S. Hsu"", ""C. -J. Su"", ""C. -C. Wang"", ""F. -S. Shieu""]",,cond-mat/0406077v1,2004,"Carbon, 42, 2625-2630 (2004)",fuel_cell,arxiv,http://arxiv.org/abs/cond-mat/0406077v1,https://arxiv.org/pdf/cond-mat/0406077v1
2069,Searching for a magnetic proximity effect in magnetite-carbon structures,"[""R. H\u00f6hne"", ""M. Ziese"", ""P. Esquinazi""]",,cond-mat/0409447v1,2004,,,arxiv,http://arxiv.org/abs/cond-mat/0409447v1,https://arxiv.org/pdf/cond-mat/0409447v1
2230,Morphology and conductivity of PEDOT/PSS films studied by scanning–tunneling microscopy,"[""S. Timpanaro"", ""M. Kemerink"", ""F.J. Touwslager"", ""M.M. De Kok"", ""S. Schrader""]",10.1016/j.cplett.2004.07.035,,2004,Chemical Physics Letters,,crossref,https://doi.org/10.1016/j.cplett.2004.07.035,
2405,The interface between phthalocyanines and PEDOT:PSS: evidence for charge transfer and doping,"[""H. Peisert"", ""M. Knupfer"", ""Fapei Zhang"", ""A. Petr"", ""L. Dunsch"", ""J. Fink""]",10.1016/J.SUSC.2004.05.108,,2004,,,semantic_scholar,https://www.semanticscholar.org/paper/68b410081d38d458117913d9e4f9bc7dfc6123f7,
136,Evaluation of Multi-Electrode Earth Resistivity Testing in Karst,"[""MJS Roth"", ""JE Nyquist""]",10.1520/gtj11322j,,2003,Geotechnical Testing Journal,fuel_cell,crossref,https://doi.org/10.1520/gtj11322j,https://dl.astm.org/gtj/article-pdf/26/2/167/6831/10_1520_gtj11322j.pdf
181,Pulsed Laser Deposition of epitaxial titanium diboride thin films,"[""V. Ferrando"", ""D. Marre'"", ""P. Manfrinetti"", ""I. Pallecchi"", ""C. Tarantini"", ""C. Ferdeghini""]",10.1016/S0040-6090(03)01025-3,cond-mat/0304680v1,2003,"Thin Solid Films 444\1-2, 91 (2003)",fuel_cell,arxiv,http://arxiv.org/abs/cond-mat/0304680v1,https://arxiv.org/pdf/cond-mat/0304680v1
201,Magnetic study of an amorphous conducting polyaniline,"[""Debangshu Chaudhuri"", ""Ashwani Kumar"", ""D. D. Sarma"", ""M. Garcia-Hernandez"", ""J. Joshi"", ""S. V. Bhat""]",10.1063/1.1561166,cond-mat/0307661v1,2003,"Appl. Phys. Lett., vol. 82, pp. 1733-1735, 2003",fuel_cell,arxiv,http://arxiv.org/abs/cond-mat/0307661v1,https://arxiv.org/pdf/cond-mat/0307661v1
236,Study of electrical properties of MoO3–Fe2O3–P2O5 and SrO–Fe2O3–P2O5 glasses by impedance spectroscopy. II,"[""A. Mogu\u0161-Milankovi\u0107"", ""A. \u0160anti\u0107"", ""M. Karabulut"", ""D.E. Day""]",10.1016/j.jnoncrysol.2003.08.050,,2003,Journal of Non-Crystalline Solids,,crossref,https://doi.org/10.1016/j.jnoncrysol.2003.08.050,
243,Potentiodynamic Electrochemical Impedance Spectroscopy of Silver on Platinum in Underpotential and Overpotential Deposition,"[""Genady Ragoisha"", ""Alexander Bondarenko""]",10.1016/j.susc.2004.05.061,cond-mat/0310449v1,2003,Surf. Sci. 566-568 (2004) 315,,arxiv,http://arxiv.org/abs/cond-mat/0310449v1,https://arxiv.org/pdf/cond-mat/0310449v1
791,Multi-object spectroscopy of low redshift EIS clusters. II,"[""L. F. Olsen"", ""L. Hansen"", ""H. E. Joergensen"", ""C. Benoist"", ""L. da Costa"", ""M. Scodeggio""]",10.1051/0004-6361:20031078,astro-ph/0308015v1,2003,"Astron.Astrophys.409:439-448,2003",,arxiv,http://arxiv.org/abs/astro-ph/0308015v1,https://arxiv.org/pdf/astro-ph/0308015v1
848,Flexible and transparent organic film speaker by using highly conducting PEDOT/PSS as electrode,"[""C.S. Lee"", ""J.Y. Kim"", ""D.E. Lee"", ""J. Joo"", ""B.G. Wagh"", ""S. Han"", ""Y.W. Beag"", ""S.K. Koh""]",10.1016/s0379-6779(03)00199-1,,2003,Synthetic Metals,,crossref,https://doi.org/10.1016/s0379-6779(03)00199-1,
868,Transport theory of carbon nanotube Y junctions,"[""R. Egger"", ""B. Trauzettel"", ""S. Chen"", ""F. Siano""]",10.1088/1367-2630/5/1/117,cond-mat/0305644v1,2003,New Journal of Physics 5 (2003) 117.1-117.14,,arxiv,http://arxiv.org/abs/cond-mat/0305644v1,https://arxiv.org/pdf/cond-mat/0305644v1
911,Nanomachines Based on Carbon Nanotubes,"[""Yurii E. Lozovik"", ""Andrey V. Minogin"", ""Andrey M. Popov""]",10.1016/S0375-9601(03)00649-2,cond-mat/0306425v3,2003,"Physics Letter A, 313(1-2), 112-121(2003)",,arxiv,http://arxiv.org/abs/cond-mat/0306425v3,https://arxiv.org/pdf/cond-mat/0306425v3
980,Improved Irreversibility Behaviour and Critical Current Density in MgB2-Diamond Nanocomposites,"[""Y. Zhao"", ""X. F. Rui"", ""C. H. Cheng"", ""H. Zhang"", ""P. Munroe"", ""H. M. Zeng"", ""N. Koshizuka"", ""M. Murakami""]",10.1063/1.1606884,cond-mat/0302365v1,2003,,,arxiv,http://arxiv.org/abs/cond-mat/0302365v1,https://arxiv.org/pdf/cond-mat/0302365v1
1138,New Sol-Gel Synthesis of Ordered Nanostructured Doped ZnO Films,"[""N. R. S. Farley"", ""C. R. Staddon"", ""L. X. Zhao"", ""K. W. Edmonds"", ""B. L. Gallagher"", ""D. H. Gregory""]",,cond-mat/0307254v1,2003,,,arxiv,http://arxiv.org/abs/cond-mat/0307254v1,https://arxiv.org/pdf/cond-mat/0307254v1
1180,Sol-Gel Synthesis and Characterization of SiO2—P2O5—ZrO2,"[""M. Aparicio"", ""L.C. Klein""]",10.1023/a:1026029132719,,2003,Journal of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1023/a:1026029132719,https://link.springer.com/content/pdf/10.1023/A:1026029132719.pdf
1244,In-Plane Magnetic Anisotropy In RF Sputtered Fe-N Thin Films,"[""H. B. Nie"", ""S. Y. Xu"", ""C. K. Ong"", ""Q. Zhan"", ""D. X. Li"", ""J. P. Wang""]",10.1016/S0040-6090(03)00833-2,cond-mat/0308274v1,2003,"Thin Solid Films 440, 35 (2003)",,arxiv,http://arxiv.org/abs/cond-mat/0308274v1,https://arxiv.org/pdf/cond-mat/0308274v1
1285,Direct & pulse current electrodeposition of iron group thin film alloys containing vanadium,"[""M. Schwartz"", ""C. Arcos"", ""K. Nobe""]",,,2003,,,semantic_scholar,https://www.semanticscholar.org/paper/8ed4628535b6da299c3244c2fdd1998104a6eabf,
1327,Cathodic electrodeposition of Cu2S thin film for solar energy conversion,[],10.1016/s0140-6701(03)82988-0,,2003,Fuel and Energy Abstracts,,crossref,https://doi.org/10.1016/s0140-6701(03)82988-0,
1331,Electrodeposition of adherent copper film on unmodified tungsten,"[""Chen Wang"", ""Jipu Lei"", ""Cameron Bjelkevig"", ""Sergei Rudenja"", ""Noel Magtoto"", ""Jeff Kelber""]",10.1016/s0040-6090(03)01239-2,,2003,Thin Solid Films,,crossref,https://doi.org/10.1016/s0040-6090(03)01239-2,
1351,Electrodeposition of Copper Thin Film on Ruthenium,"[""Oliver Chyan"", ""Tiruchirapalli N. Arunagiri"", ""Thomas Ponnuswamy""]",10.1149/1.1565138,,2003,Journal of The Electrochemical Society,,crossref,https://doi.org/10.1149/1.1565138,
1361,Remarkable thermal stability of BF3-doped polyaniline,"[""Debangshu Chaudhuri"", ""Prashanth W. Menezes"", ""D. D. Sarma""]",10.1063/1.1613797,cond-mat/0308190v1,2003,,,arxiv,http://arxiv.org/abs/cond-mat/0308190v1,https://arxiv.org/pdf/cond-mat/0308190v1
1423,Orbital moment in CoO and in NiO,"[""R. J. Radwanski"", ""Z. Ropka""]",10.1016/j.physb.2003.11.034,cond-mat/0306695v2,2003,Physica B 345 (2004) 107-110,,arxiv,http://arxiv.org/abs/cond-mat/0306695v2,https://arxiv.org/pdf/cond-mat/0306695v2
1427,The role of electronic correlations on the phonon modes of MnO and NiO,"[""E. M. L. Chung"", ""D. McK. Paul"", ""G. Balakrishnan"", ""M. R. Lees"", ""A. Ivanov"", ""M. Yethiraj""]",10.1103/PhysRevB.68.140406,cond-mat/0308188v1,2003,,,arxiv,http://arxiv.org/abs/cond-mat/0308188v1,https://arxiv.org/pdf/cond-mat/0308188v1
1449,Optimization of nanostructured permalloy electrodes for a lateral hybrid spin-valve structure,"[""T. Last"", ""S. Hacia"", ""M. Wahle"", ""S. F. Fischer"", ""U. Kunze""]",10.1063/1.1810197,cond-mat/0312466v2,2003,"J. Appl. Phys. 96 (11), 6706-6711 (2004).",,arxiv,http://arxiv.org/abs/cond-mat/0312466v2,https://arxiv.org/pdf/cond-mat/0312466v2
1469,Point-contact spectroscopy of two-band superconductor MgB2,"[""I. K. Yanson"", ""Yu. G. Naidyuk""]",,cond-mat/0309693v1,2003,"in ""Spectroscopy of Emerging Materials"", ed. by Eric C. Faulques, Dale L. Perry, Andrei V. Yeremenko (Kluwer Academic Publisher, 2004) NATO Science Series II: Mathematics, Physics and Chemistry, Vol.165, p.273-288.",fuel_cell,arxiv,http://arxiv.org/abs/cond-mat/0309693v1,https://arxiv.org/pdf/cond-mat/0309693v1
1587,Decoherence of Flux Qubits Coupled to Electronic Circuits,"[""F. K. Wilhelm"", ""M. J. Storcz"", ""C. H. van der Wal"", ""C. J. P. M. Harmans"", ""J. E. Mooij""]",10.1007/978-3-540-44838-9_54,cond-mat/0305349v1,2003,"Adv. Solid State Phys. 43, 763 (2003)",fuel_cell,arxiv,http://arxiv.org/abs/cond-mat/0305349v1,https://arxiv.org/pdf/cond-mat/0305349v1
1610,Study of Anodic Oxide Layers by Electrochemical Impedance Spectroscopy (EIS),"[""Matilda Zemanov\u00e1"", ""J\u00e1n H\u00edves"", ""Marta Chovancov\u00e1""]",10.4028/www.scientific.net/ssp.90-91.455,,2003,Solid State Phenomena,,crossref,https://doi.org/10.4028/www.scientific.net/ssp.90-91.455,
1614,X-ray absorption spectroscopy of highly cycled Li/composite polymer electrolyte/FeS2 cells,"[""E Strauss""]",10.1016/s0167-2738(03)00302-3,,2003,Solid State Ionics,,crossref,https://doi.org/10.1016/s0167-2738(03)00302-3,
2179,Carbon Nanotube/Teflon Composite Electrochemical Sensors and Biosensors,"[""Joseph Wang"", ""Mustafa Musameh""]",10.1021/ac030007+,,2003,Analytical Chemistry,biosensor,crossref,https://doi.org/10.1021/ac030007+,
2228,Influence of thermal treatment on the conductivity and morphology of PEDOT/PSS films,"[""J. Huang"", ""P.F. Miller"", ""J.C. de Mello"", ""A.J. de Mello"", ""D.D.C. Bradley""]",10.1016/s0379-6779(03)00280-7,,2003,Synthetic Metals,fuel_cell,crossref,https://doi.org/10.1016/s0379-6779(03)00280-7,
2239,Organic Based Flexible Speaker Through Enhanced Conductivity of PEDOT/PSS with Various Solvents,"[""C.S. Lee"", ""J.Y. Kim"", ""D.E. Lee"", ""Y.K. Koo"", ""J. Joo"", ""S. Han"", ""Y.W. Beag"", ""S.K. Koh""]",10.1016/s0379-6779(02)01026-3,,2003,Synthetic Metals,,crossref,https://doi.org/10.1016/s0379-6779(02)01026-3,
99,Effects of gating and contact geometry on current through conjugated molecules covalently bonded to electrodes,"[""A. M. Bratkovsky"", ""P. E. Kornilovitch""]",10.1103/PhysRevB.67.115307,cond-mat/0204597v3,2002,,fuel_cell,arxiv,http://arxiv.org/abs/cond-mat/0204597v3,https://arxiv.org/pdf/cond-mat/0204597v3
171,Synthesis and Characterization of Silver Sulfide Nanoparticles Containing Sol-Gel Derived HPC-Silica Film for Ion-Selective Electrode Application,"[""S. Shukla"", ""S. Seal"", ""S.R. Mishra""]",10.1023/a:1013707702960,,2002,Journal of Sol-Gel Science and Technology,,crossref,https://doi.org/10.1023/a:1013707702960,https://link.springer.com/content/pdf/10.1023/A:1013707702960.pdf
578,Effect of surface tension and depolarization field on ferroelectric nanomaterials properties,"[""M. D. Glinchuk"", ""A. N. Morozovskaya""]",10.1002/pssb.200301755,cond-mat/0209491v1,2002,,,arxiv,http://arxiv.org/abs/cond-mat/0209491v1,https://arxiv.org/pdf/cond-mat/0209491v1
991,Nyquist method for Wigner-Poisson quantum plasmas,"[""F. Haas"", ""G. Manfredi"", ""J. Goedert""]",10.1103/PhysRevE.64.026413,physics/0211076v1,2002,Phys. Rev. E v. 64 (2001) 026413-026420,,arxiv,http://arxiv.org/abs/physics/0211076v1,https://arxiv.org/pdf/physics/0211076v1
1325,Synthesis of diamond-like carbon film by novel electrodeposition route,"[""R.K Roy"", ""B Deb"", ""B Bhattacharjee"", ""A.K Pal""]",10.1016/s0040-6090(02)00976-8,,2002,Thin Solid Films,,crossref,https://doi.org/10.1016/s0040-6090(02)00976-8,
2210,Vanadium Oxide-Carbon Nanotube Composite Electrodes for Use in Secondary Lithium Batteries,"[""J. S. Sakamoto"", ""B. Dunn""]",10.1149/1.1425791,,2002,Journal of The Electrochemical Society,,crossref,https://doi.org/10.1149/1.1425791,
133,Effect of Nyquist Noise on the Nyquist Dephasing Rate in 2d Electron Systems,"[""P. J. Burke"", ""L. N. Pfeiffer"", ""K. W. West""]",10.1103/PhysRevB.65.201310,cond-mat/0107454v2,2001,,fuel_cell,arxiv,http://arxiv.org/abs/cond-mat/0107454v2,https://arxiv.org/pdf/cond-mat/0107454v2
608,Nanomaterial-based Li-ion battery electrodes,"[""Naichao Li"", ""Charles R. Martin"", ""Bruno Scrosati""]",10.1016/s0378-7753(01)00760-1,,2001,Journal of Power Sources,,crossref,https://doi.org/10.1016/s0378-7753(01)00760-1,
1121,Entropic Elasticity at the Sol-Gel Transition,"[""Oded Farago"", ""Yacov Kantor""]",10.1209/epl/i2002-00482-6,cond-mat/0105469v1,2001,"Europhys. Lett., 57 (2002) 458",,arxiv,http://arxiv.org/abs/cond-mat/0105469v1,https://arxiv.org/pdf/cond-mat/0105469v1
1125,Theory of Sol-Gel Transition in Thermoreversible Gels with due Regard for Fundamental Role of Mesoscopic Cyclization Effects. I. Thermodynamic and Structural Characteristics of Gel Phase,"[""Igor Erukhimovich"", ""Michael V. Thamm"", ""Alexander V. Ermoshkin""]",10.1021/ma0009911,cond-mat/0104034v1,2001,"Macromolecules 2001, v. 34, p. 5653",,arxiv,http://arxiv.org/abs/cond-mat/0104034v1,https://arxiv.org/pdf/cond-mat/0104034v1
1245,Superconducting gap anisotropy of LuNi2B2C thin films from microwave surface impedance measurements,"[""A. Andreone"", ""A. Cassinese"", ""L. Gianni"", ""M. Iavarone"", ""F. Palomba"", ""R. Vaglio""]",10.1103/PhysRevB.64.100505,cond-mat/0103111v1,2001,,,arxiv,http://arxiv.org/abs/cond-mat/0103111v1,https://arxiv.org/pdf/cond-mat/0103111v1
1339,Electrodeposition and characterisation of CuInSe2 for applications in thin film solar cells,"[""K.T.L. De Silva"", ""W.A.A. Priyantha"", ""J.K.D.S. Jayanetti"", ""B.D. Chithrani"", ""W. Siripala"", ""K. Blake"", ""I.M. Dharmadasa""]",10.1016/s0040-6090(00)01185-8,,2001,Thin Solid Films,,crossref,https://doi.org/10.1016/s0040-6090(00)01185-8,
1622,Studies on Solvation of Lithium Ions in Organic Electrolyte Solutions by Electrospray Ionization-Mass Spectroscopy,"[""Tsuyoshi Fukushima"", ""Yoshiharu Matsuda"", ""Hiroyuki Hashimoto"", ""Ryuichi Arakawa""]",10.1149/1.1383428,,2001,Electrochemical and Solid-State Letters,,crossref,https://doi.org/10.1149/1.1383428,
