id,paper_title,doi,component,ratio_value,ratio_unit,role,confidence
563,Effects of Temperature on Electrochemical Properties of Bismuth Oxide/Manganese Oxide Pseudocapacitor,10.1021/acs.iecr.7b04980.s001,MnO2,,,,0.6
601,All-solid-state electrochemical capacitors using MnO2/carbon nanotube composite electrode,10.1016/j.electacta.2013.07.154,MnO2,,,,0.6
775,Effect of Lithium Manganese Oxide on Lithium Detection in Microfluidic Electrochemical Sensor,10.1109/transducers61432.2025.11110279,MnO2,,,,0.6
119,"Modeling of the bending of an electroactive pseudo trilayer based on PEDOT, a semiconductor polymer",,Nafion,,,,0.6
574,Selective Electrochemical Detection of Ciprofloxacin with a Porous Nafion/Multiwalled Carbon Nanotube Composite Film Electrode,10.1021/acsami.5b07337.s001,Nafion,,,,0.6
777,Increasing Sensitivity and Selectivity for Heavy Metal Sensing through Microfluidic Electrochemical Sensor,10.1149/ma2023-02622944mtgabs,Nafion,,,,0.6
60,Oxygen redox in battery cathodes: A brief overview,10.1007/978-3-031-47303-6_15,NiO,,,,0.95
237,NiO Exchange Bias Layers Grown by Direct Ion Beam Sputtering of a Nickel Oxide Target,10.1109/20.539107,NiO,,,,0.95
242,Half-Metallicity of Wurtzite NiO and ZnO/NiO (0001) Interface: First Principles Simulation,,NiO,,,,0.95
308,Raman Spectroscopy Insights into the Reorientational Dynamics of Polyanions in Solid Electrolytes,,NiO,,,,0.95
424,Efficient indoor p-i-n hybrid perovskite solar cells using low temperature solution processed NiO as hole extraction layers,10.1016/j.solmat.2019.110071,NiO,,,,0.95
241,Tailored nano-columnar La$_2$NiO$_4$ cathodes for improved electrode performance,10.1039/D1TA09110G,NiO,,,,0.9
1,Impedance Spectroscopy for Electroceramics and Electrochemical System,,NiO,,,,0.7
194,Optical spectroscopy of trivalent chromium in sol-gel lithium niobate,10.1063/1.2149182,NiO,,,,0.7
233,Non-Enzymatic Glucose sensing properties of NiO nanostructured flower decorated Exfoliated Graphite Electrodes,,NiO,,,,0.7
238,Imprinting of Antiferromagnetic Vortex States in NiO-Fe Nanostructures,,NiO,,,,0.7
252,NiO/SiO2 nanostructure and the magnetic moment of NiO nanoparticles,10.1016/j.matlet.2010.07.006,NiO,,,,0.7
254,Binder-free NiO/CuO hybrid structure via ULPING (Ultra-short Laser Pulse for In-situ Nanostructure Generation) technique for supercapacitor electrode,10.1038/s41598-023-34274-w,NiO,,,,0.7
280,Zirconia-based planar NO2 sensor using ultrathin NiO or laminated NiO–Au sensing electrode,10.1007/s11581-007-0158-z,NiO,,,,0.7
776,Increasing Sensitivity and Selectivity for Heavy Metal Sensing through Microfluidic Electrochemical Sensor,10.1149/ma2023-02622944mtgabs,NiO,,,,0.7
110,"Correlation of morphology and charge transport in poly(3,4-ethylenedioxythiophene)-polystyrenesulfonic acid (PEDOT-PSS) films",10.1088/0953-8984/21/7/072101,NiO,,,,0.6
117,"Modeling of the bending of an electroactive pseudo trilayer based on PEDOT, a semiconductor polymer",,NiO,,,,0.6
162,Nyquist Signaling Modulation (NSM): An FTN-Inspired Paradigm Shift in Modulation Design for 6G and Beyond,,NiO,,,,0.6
201,Synthesis and characterization of Cu2+ doped NiO electrode for supercapacitor application,10.1007/s10971-015-3641-4,NiO,,,,0.6
244,Nio/Co3o4 Hybrid Micro−Nanostructure as Long-Term Electrode for Aqueous Supercapacitors,10.2139/ssrn.4400882,NiO,,,,0.6
248,Three-component NiO/Fe3O4/rGO nanostructure as an electrode material towards supercapacitor and alcohol electrooxidation,10.1016/j.heliyon.2024.e39399,NiO,,,,0.6
250,Improved electrochemical performance of supercapacitors by utilizing ternary Pd-AC-doped NiO nanostructure as an electrode material,10.1007/s10008-020-04615-0,NiO,,,,0.6
251,Study of NiO/CNSs hybrid nanostructure as an electrode material: synthesis and excellent electrochemical performance for application of supercapacitors,10.1007/s10800-019-01353-8,NiO,,,,0.6
256,Cactus-Like NiO Nanostructure-Based ppb Level Trimethylamine Gas Sensor for Monitoring Saltwater Fish Freshness,10.1021/acsfoodscitech.4c00817.s001,NiO,,,,0.6
257,Band gap modified boron doped NiO/Fe<sub>3</sub>O<sub>4</sub>nanostructure as the positive electrode for high energy asymmetric supercapacitors,10.1039/c5ra20928e,NiO,,,,0.6
259,Metal-Oxide-Semiconductor Nanostructure/NiO Microparticle Heterojunctions Formed on Metallic Foils for Sensitive Chemiresistive Ion Sensors,10.1021/acsomega.5c02828.s001,NiO,,,,0.6
277,Compact Yttria-Stabilized Zirconia Based Total NOx Sensor with a Dual Functional Co3O4/NiO Sensing Electrode,10.1021/acssensors.9b00981.s001,NiO,,,,0.6
279,Electronic Structure and Interfacial Hole Transfer in a Di-Rhodium Photocatalyst on a pType NiO Electrode,10.1021/acs.jpcc.5c05879.s001,NiO,,,,0.6
316,EIS and FTIR Characterisation of NaI-NaN(CN)&lt;sub&gt;2&lt;/sub&gt; Solid Electrolyte Prepared by Mechanical Milling,10.4028/www.scientific.net/ssp.268.333,NiO,,,,0.6
349,A pseudo-capacitive chalcogenide-based electrode with dense 1-dimensional nanoarrays for enhanced energy density in asymmetric supercapacitors,,NiO,,,,0.6
409,Preparation of nickel oxide/graphene aerogel composites and its electrochemical performance for supercapacitor,10.1109/icept.2016.7583129,NiO,,,,0.6
489,Tuning the bandgap of Mixed-metal halide perovskites by anion substitution for optimal charge transfer with TiO2 for optimal Interfacial charge-carrier transfer and photocatalytic hydrogen generation,10.29363/nanoge.matsus.2024.093,NiO,,,,0.6
491,Electrochemical Analysis in Charge-Transfer Science: Polarity at Electrode Surfaces Affect Electrochemical Analyses for Charge-Transfer Systems,10.1149/ma2023-02602912mtgabs,NiO,,,,0.6
565,Pseudocapacitor with High Energy and Power Densities Based on Nickel Oxide Nanostructures,10.21236/ada555226,NiO,,,,0.6
766,Two-Dimensional (2D) Layered Metal–Organic Framework (MOF) Composites as an Electrochemical Sensor for Nitrofurans,10.1149/ma2024-01492702mtgabs,NiO,,,,0.6
112,Giant Seebeck Effect in PEDOT Materials with Molecular Strain,,PEDOT,,,,0.95
668,Conductivity Enhancement of PEDOT/PSS Films with Ionic Liquids as Dopants,10.4028/www.scientific.net/amr.93-94.501,PEDOT,,,,0.95
670,On the mechanism of conductivity enhancement in PEDOT/PSS film doped with sorbitol,10.1515/epoly.2011.11.1.428,PEDOT,,,,0.95
118,"Modeling of the bending of an electroactive pseudo trilayer based on PEDOT, a semiconductor polymer",,PEDOT,,,,0.9
671,One-Pot Improvement of Stretchable PEDOT/PSS Alginate Conductivity for Soft Sensing Biomedical Processes,10.3390/pr13072173,PEDOT,,,,0.8
109,The Interaction between PEDOT/PSS Gate and sub-$μ$ low-k Insulator for All Printed OFETs,,PEDOT,,,,0.7
111,"Correlation of morphology and charge transport in poly(3,4-ethylenedioxythiophene)-polystyrenesulfonic acid (PEDOT-PSS) films",10.1088/0953-8984/21/7/072101,PEDOT,,,,0.7
120,"Modeling of an electro-active pseudo-trilayer based on PEDOT, a semi-conductor polymer",,PEDOT,,,,0.7
129,PEDOT(PSS) as Solid Contact for Ion-Selective Electrodes: The Influence of the PEDOT(PSS) Film Thickness on the Equilibration Times,10.1021/acs.analchem.6b04625.s001,PEDOT,,,,0.7
123,PEDOT: PSS/PEDOT composite film for high performance electrochemical electrode,10.1063/1.4971897,PEDOT,,,,0.6
124,Exploring the Chemical Interaction between Diiodooctane and PEDOT-PSS Electrode for Metal Electrode-Free Nonfullerene Organic Solar Cells,10.1021/acsami.9b17321.s001,PEDOT,,,,0.6
126,"Improvement of the Battery Performance of Indigo an Organic Electrode Material, Using PEDOT/PSS with d-Sorbitol",10.1021/acsomega.0c00313.s001,PEDOT,,,,0.6
127,Surface-Modification for a Smooth Surface of the PEDOT / PSS Film,10.1541/ieejeiss.135.146,PEDOT,,,,0.6
128,Stacked MXene/PEDOT-PSS Electrode Fiber for High-Performance Recording and Stimulation,10.1101/2024.08.20.608461,PEDOT,,,,0.6
663,Conductivity Improvement of PEDOT/PSS and Its Application to Electric Devices,10.1380/jsssj.32.653,PEDOT,,,,0.6
665,Layer-by-Layer Assembled TiO2 Nanoparticle/PEDOT-PSS Composite Films for Switching of Electric Conductivity in Response to Ultraviolet and Visible Light,10.1021/cm060696g.s001,PEDOT,,,,0.6
672,Conductivity Trends of PEDOT-PSS Impregnated Fabric and the Effect of Conductivity on Electrochromic Textile,10.1021/am100036n,PEDOT,,,,0.6
674,Relationship between enhancement of <scp>PEDOT</scp>:<scp>PSS</scp> conductivity by solvent treatment and <scp>PSS</scp> chain reorganization,10.1002/pol.20220605,PEDOT,,,,0.6
675,Correlation between the hierarchical structure and electrical conductivity of PEDOT/PSS,10.1038/pj.2015.48,PEDOT,,,,0.6
683,Improving Electrical Conductivity in Polycarbonate Nanocomposites Using Highly Conductive PEDOT/PSS Coated MWCNTs,10.1021/am4011622,PEDOT,,,,0.6
684,Influence of thermal treatment on the conductivity and morphology of PEDOT/PSS films,10.1016/s0379-6779(03)00280-7,PEDOT,,,,0.6
686,Morphology and conductivity of PEDOT/PSS films studied by scanning–tunneling microscopy,10.1016/j.cplett.2004.07.035,PEDOT,,,,0.6
687,Effect of pH on Structure and Conductivity of PEDOT/PSS,10.14723/tmrsj.37.307,PEDOT,,,,0.6
697,On the mechanism of conductivity enhancement in PEDOT/PSS film doped with multi-walled carbon nanotubes,10.1007/s10965-009-9360-1,PEDOT,,,,0.6
700,Organic Based Flexible Speaker Through Enhanced Conductivity of PEDOT/PSS with Various Solvents,10.1016/s0379-6779(02)01026-3,PEDOT,,,,0.6
702,Low-Impedance Graphene – PEDOT-PSS Electrodes for Neural Recording and Stimulation in Implantable Medical Devices,10.1109/nano51122.2021.9514286,PEDOT,,,,0.6
783,"(Invited) wearable Hydrogel Patch with Noninvasive, Electrochemical Glucose Sensor for Natural Sweat Detection",10.1149/ma2023-01341943mtgabs,PEDOT,,,,0.6
131,Electroporation with PEDOT : PSS Coated Microelectrodes,10.70675/c53a5ce5z4b92z4824z8d5az85815de5261a,PEDOT:PSS,,,,0.95
685,Tuning of <scp>PEDOT</scp>:<scp>PSS</scp> synthesis via multiple doping for enhanced electrical conductivity,10.1002/pi.6234,PEDOT:PSS,,,,0.95
692,On the Influence of Silver Nanoparticles Size in the Electrical Conductivity of PEDOT: PSS,10.4028/www.scientific.net/msf.644.85,PEDOT:PSS,,,,0.9
425,Efficient indoor p-i-n hybrid perovskite solar cells using low temperature solution processed NiO as hole extraction layers,10.1016/j.solmat.2019.110071,PEDOT:PSS,,,,0.8
679,Synthesis and Characterization of PEDOT: PSS-PAs with Good Electrical Conductivity for Supercapacitor,10.9734/csji/2023/v32i5856,PEDOT:PSS,,,,0.8
673,Relationship between enhancement of <scp>PEDOT</scp>:<scp>PSS</scp> conductivity by solvent treatment and <scp>PSS</scp> chain reorganization,10.1002/pol.20220605,PEDOT:PSS,,,,0.7
121,Electrode 3D de PEDOT : PSS pour la détection de métabolites électrochimiquement actifs de Pseudomonas aeruginosa,10.70675/03891c61zb770z49f8zbc68z2d68197863ea,PEDOT:PSS,,,,0.6
122,PEDOT: PSS/PEDOT composite film for high performance electrochemical electrode,10.1063/1.4971897,PEDOT:PSS,,,,0.6
132,PEDOT: PSS POLYMER FILMSOBTAINED BY SPIN-COATING METHOD,10.32014/2021.2518-1491.66,PEDOT:PSS,,,,0.6
430,PEOz-PEDOT:PSS Composite Layer: A Route to Suppressed Hysteresis and Enhanced Open-Circuit Voltage in a Planar Perovskite Solar Cell,10.1021/acsami.8b05949.s001,PEDOT:PSS,,,,0.6
666,Organic field effect transistor with conductivity enhanced PEDOT: PSS composite electrodes,10.1063/1.4810639,PEDOT:PSS,,,,0.6
667,Molecular Weight Tailored Hydrogen Bonding Networks in PVA/PEDOT: PSS: Decoupling the Conductivity-Flexibility Trade-Off for Robust Epidermal EMG Monitoring,10.1021/acsami.5c08001.s001,PEDOT:PSS,,,,0.6
669,Electrochemical impedance and cyclic voltammetry analysis of PEDOT: PSS-AgNPs composites,10.1557/s43580-024-00879-0,PEDOT:PSS,,,,0.6
680,Improvement in out-of-plane conductivity of PEDOT: PSS thin films due to electric field treatment at elevated temperature,10.7726/ajmst.2015.1004,PEDOT:PSS,,,,0.6
688,Mechanism of electrical conductivity in PEDOT: PSS film enhanced with colloidal silver nanoparticles,10.1063/5.0290123,PEDOT:PSS,,,,0.6
691,Enhanced Conductivity and Color Neutrality of Transparent Conductive Electrodes Based on CNT/PEDOT: PSS Composite with a Layer-by-layer Structure,10.1142/9789814696029_0034,PEDOT:PSS,,,,0.6
694,The mechanism of enhancing the conductivity of PEDOT: PSS films through molecular weight optimization of PSS,10.1016/j.porgcoat.2024.108308,PEDOT:PSS,,,,0.6
698,Why does solvent treatment increase the conductivity of PEDOT : PSS? Insight from molecular dynamics simulations,10.1039/d2cp02655d,PEDOT:PSS,,,,0.6
699,Conductivity Degradation Study of PEDOT: PSS Films under Heat Treatment in Helium and Atmospheric Air,10.4236/ojopm.2012.21002,PEDOT:PSS,,,,0.6
616,Carbon nanotube/polymer composite membrane for CO2 capture,10.58837/chula.the.2017.84,PVDF,,,,0.95
276,Investigation of Reaction Kinetics in Carbon Anode with Nano-Fillers through Impedance Spectroscopy,10.1149/ma2020-012387mtgabs,PVDF,,,,0.6
313,Quasi-solid-state electrolyte for ultra-high safety and cycle stability battery,,PVDF,,,,0.6
322,Ultrasonic identification technique in recycling of lithium ion batteries,,PVDF,,,,0.6
14,Advanced Asymmetrical Supercapacitors Based on Graphene Hybrid Materials,,RuO2,,,,0.95
585,A new method to prepare RuO2·xH2O/carbon nanotube composite for electrochemical capacitors,10.1016/j.carbon.2004.12.031,RuO2,,,,0.6
136,Encapsulating C59N azafullerene derivatives inside single-wall carbon nanotubes,10.1002/pssb.200669200,SWCNT,,,,0.6
144,Modeling the Auxetic Transition for Carbon Nanotube Sheets,10.1103/PhysRevB.78.115408,SWCNT,,,,0.6
226,"Review for ""Tailoring NiCoCu layered double hydroxide with Ag-citrate/polyaniline/functionalized SWCNTs nanocomposites for supercapacitor applications""",10.1039/d4ra01324g/v2/review1,SWCNT,,,,0.6
504,A model of an optical biosensor detecting environment,,SWCNT,,,,0.6
539,"Electrochemical DNA impedance biosensor for the detection of DNA hybridization with polymeric film, single walled carbon nanotubes modified glassy carbon electrode",10.1134/s1023193511120123,SWCNT,,,,0.6
602,Electrochemical and electromechanical properties of carbon black/carbon fiber composite polymer actuator with higher performance than single-walled carbon nanotube polymer actuator,10.1016/j.electacta.2013.12.156,SWCNT,,,,0.6
640,Electrochemical Studies of Ion Transport through Single‐Walled Carbon Nanotubes Using Polyoxometalate/Nanotube Composite Electrodes,10.1149/ma2024-02111460mtgabs,SWCNT,,,,0.6
440,Interfacial charge transfer and interaction in the MXene/TiO2 heterostructures,10.1103/PhysRevMaterials.5.054007,TiO2,,,,0.95
444,Increased Covalence and V-center mediated Dark Fenton-Like Reactions in V-doped TiO2: Mechanisms of Enhanced Charge-Transfer,,TiO2,,,,0.95
447,Large area photoelectrodes based on hybrids of CNT fibres and ALD grown TiO2,10.1039/C7TA08074C,TiO2,,,,0.95
451,Probing the Charge Separation Process on In2S3/Pt-TiO2 Nanocomposites for Boosted Visible-light Photocatalytic Hydrogen Production,10.1016/j.apcatb.2016.05.048,TiO2,,,,0.95
454,Metal - TiO2 contacts: An electrical characterization study,,TiO2,,,,0.95
456,Oxide layer thickness effects on the resistance switching characteristics of Ti/TiO2-NT/Au structure,10.1109/USBEREIT.2018.8384604,TiO2,,,,0.95
461,Investigation of charge transport/transfer and charge storage at mesoporous TiO2 electrodes in aqueous electrolytes,10.70675/392f1418z84efz4a2dz93fezd4017f5bf503,TiO2,,,,0.95
494,Structural and Morphological modification of TiO2 doped metal ions and investigation of photo-induced charge transfer processes,10.70675/2b16fc13z8aa0z4d72za8e2zecdfd3a09fe8,TiO2,,,,0.95
196,Preparation and characterization of Bismaleimide resin/titania nanocomposites via sol-gel process,,TiO2,,,,0.9
441,Role of interface reaction on resistive switching of Metal/a-TiO2/Al RRAM devices,,TiO2,,,,0.8
455,Carbon Decorated TiO2 Nanotube Membranes: A Renewable Nanofilter for Size- and Charge Selective Enrichment of Proteins,10.1021/acsami.6b06232,TiO2,,,,0.8
291,Α-Fe2o3/Tio2 Anode for Li-Storage and Applications in Lini0.5mn1.5o4//Α-Fe2o3/Tio2 Full Cells,10.2139/ssrn.4855276,TiO2,,,,0.7
442,Current-Controlled Negative Differential Resistance due to Joule Heating in TiO2,10.1063/1.3660229,TiO2,,,,0.7
449,Anisotropic transport and Negative Resistance in a polycrystalline metal-semiconductor (Ni-TiO2) hybrid,,TiO2,,,,0.7
450,Role of charge carriers for ferromagnetism in cobalt-doped rutile TiO2,10.1088/1367-2630/10/5/055018,TiO2,,,,0.7
200,Thin-film TiO2 electrode surface characterization upon CO2 reduction processes,10.1007/s10971-006-6427-x,TiO2,,,,0.6
427,"From Dye Sensitized to Perovskite Solar Cells, The Missing Link",10.1016/j.joule.2019.07.014,TiO2,,,,0.6
438,Photocatalytic activity of TiO2-Cu-metal-organic framework (MOF),10.34049/bcc.55.3.ncntc09,TiO2,,,,0.6
459,Enhanced Charge Transfer in Tio2 Nanoparticles/ Moo3 Nanostructures Bilayer Heterojunction Electrode for Efficient Electrochromism,10.2139/ssrn.4007002,TiO2,,,,0.6
460,Interfacial Charge Transfer between Excited CsPbBr3 Nanocrystals and TiO2: Charge Injection versus Photodegradation,10.1021/acs.jpclett.8b02690.s001,TiO2,,,,0.6
462,Direct observation of elementary steps in charge transfer mediated by surface states on TiO2 electrode under illumination,10.1016/0039-6028(85)91067-2,TiO2,,,,0.6
463,Complex and Charge Transfer between TiO2 and Pyrroloquinoline Quinone,10.1021/jp064469d.s001,TiO2,,,,0.6
464,Size-Controlled Interparticle Charge Transfer between TiO2 and Quantized Capacitors,10.1021/ja071329o.s001,TiO2,,,,0.6
465,Photoluminescence and Charge-Transfer Complexes of Calixarenes Grafted on TiO2 Nanoparticles,10.1021/cm070779c.s001,TiO2,,,,0.6
466,"Absorption, emission, charge transfer resistance and photocatalytic activity of Al2O3/TiO2 core/shell nanoparticles",10.1016/j.spmi.2015.04.014,TiO2,,,,0.6
467,NANO-TIO2-BASED CHARGE TRANSFER COMPLEXES WITH OXYGEN VACANCIES FOR VISIBLE LIGHT PHOTOCATALYTIC PROCESSES,10.17771/pucrio.acad.61770,TiO2,,,,0.6
468,"Comment on “direct observation of elementary steps in charge transfer mediated by surface states on TiO2 electrode under illumination” by Liu Chongyang, Chen Yixuan and Li Wenzhao",10.1016/0039-6028(86)90751-x,TiO2,,,,0.6
469,Reply to “comment on ‘direct observation of elementary steps in charge transfer mediated by surface states on TiO2 electrode under illumination’ by christian M. Braun”,10.1016/0039-6028(86)90230-x,TiO2,,,,0.6
470,Engineering Electrode/Electrolyte Interface Charge Transfer of Tio2-X Photoanode with Enriched Surface Oxygen Vacancies for Efficient Water Splitting,10.2139/ssrn.4348360,TiO2,,,,0.6
471,Photoinduced Charge Transfer and Trapping on Single Gold Metal Nanoparticles on TiO2,10.1021/acsami.1c13662.s001,TiO2,,,,0.6
472,Giant Charge Separation-Driving Force Together with Ultrafluent Charge Transfer in TiO2/ZnFe-LDH Photoelectrode via Ferroelectric Interface Engineering,10.1021/acs.inorgchem.4c03125.s001,TiO2,,,,0.6
473,Visualizing the Interfacial Charge Transfer between Photoactive Microcystis aeruginosa and Hydrogenated TiO2,10.1021/acs.est.0c01658.s001,TiO2,,,,0.6
474,Charge Transfer Characterization of ALD-Grown TiO2 Protective Layers in Silicon Photocathodes,10.1021/acsami.7b02996.s001,TiO2,,,,0.6
475,Interfacial Charge Transfer in TiO2/PTCA/Ag Revealed by Surface-Enhanced Raman Spectroscopy,10.1021/acs.jpcc.8b04648.s001,TiO2,,,,0.6
476,Assembly and Charge Transfer in Hybrid TiO2 Architectures Using Biotin-Avidin as a Connector,10.1021/ja0458118.s001,TiO2,,,,0.6
477,Charge Transfer at Interfaces of Copper Clusters on Tio2(110) and Siox,10.2139/ssrn.4807504,TiO2,,,,0.6
478,Charge Transfer Mechanism on a Cobalt-Polyoxometalate-TiO2 Photoanode for Water Oxidation in Acid,10.1021/jacs.4c01441.s001,TiO2,,,,0.6
479,Facet-Dependent Interfacial Charge Transfer between TPhase VS2 Nanoflakes and Rutile TiO2 Single Crystals,10.1021/acsami.4c01437.s001,TiO2,,,,0.6
480,Charge Transfer at the TiO2/N3/Ag Interface Monitored by Surface-Enhanced Raman Spectroscopy,10.1021/acs.jpcc.7b00153.s001,TiO2,,,,0.6
481,"Review for ""Lipopolysaccharide-Imprinted Magneto-TiO2 Nanoagents Harness Dopamine Charge Transfer to Drive Visible-Light Photodynamic Therapy for Sepsis""",10.1039/d5tb01349f/v1/review2,TiO2,,,,0.6
482,Single-Layered MoS2 Directly Grown on Rutile TiO2(110) for Enhanced Interfacial Charge Transfer,10.1021/acsnano.9b02608.s001,TiO2,,,,0.6
483,Particle Size-Dependent Charge Transfer Dynamics for Boosting CO2 Photoreduction over Ag/TiO2 Heterojunction,10.1021/acscatal.4c01544.s001,TiO2,,,,0.6
484,Band Edge Engineering in BiVO4/TiO2 Heterostructure: Enhanced Photoelectrochemical Performance through Improved Charge Transfer,10.1021/acscatal.6b00956.s001,TiO2,,,,0.6
487,Graphene OxideEnamino-Xanthene Charge-Transfer Hybrids as High-Performance Sensitizing Interfaces for TiO2 Photoanodes,10.1021/acsami.5c20186.s001,TiO2,,,,0.6
488,Investigation of Charge Transfer in Ag/N719/TiO2 Interface by Surface-Enhanced Raman Spectroscopy,10.1021/acs.jpcc.6b03228.s001,TiO2,,,,0.6
490,Tuning the bandgap of Mixed-metal halide perovskites by anion substitution for optimal charge transfer with TiO2 for optimal Interfacial charge-carrier transfer and photocatalytic hydrogen generation,10.29363/nanoge.matsus.2024.093,TiO2,,,,0.6
492,Two-Dimensional Amorphous TiO2 Nanosheets Enabling High-Efficiency Photoinduced Charge Transfer for Excellent SERS Activity,10.1021/jacs.9b00029.s001,TiO2,,,,0.6
493,Photoinduced Charge Transfer in Poly(3-hexylthiophene)/TiO2 Hybrid Inverse Opals: Photonic vs Interfacial Effects,10.1021/acs.jpcc.7b09113.s001,TiO2,,,,0.6
495,F Serve as Surface Trapping Sites to Promote the Charge Separation and Transfer of TiO2,10.1021/acsomega.1c05891.s001,TiO2,,,,0.6
496,Facet-Dependent Interfacial Charge Transfer in Fe(III)-Grafted TiO2 Nanostructures Activated by Visible Light,10.1021/acscatal.8b02075.s001,TiO2,,,,0.6
497,Impact of Local Electric Fields on Charge-Transfer Processes at the TiO2/Dye/Electrolyte Interface,10.1021/acsenergylett.6b00568.s001,TiO2,,,,0.6
499,Enhancement of Interfacial Charge Transfer of TiO2/Graphene with Doped Ca2+ for Improving Electrical Conductivity,10.1021/acsami.1c07401.s001,TiO2,,,,0.6
582,Ce-TiO2/carbon Nanotube Composite Modified Glassy Carbon Electrode for Electrochemical Detection of Caffeic Acid,10.20964/2019.08.13,TiO2,,,,0.6
648,Voltammetric Detection of Potassium Ferricyanide Mediated by Multi-walled Carbon Nanotube/Titanium Dioxide Composite Modified Glassy Carbon Electrode,10.1016/s1452-3981(23)15013-9,TiO2,,,,0.6
664,Layer-by-Layer Assembled TiO2 Nanoparticle/PEDOT-PSS Composite Films for Switching of Electric Conductivity in Response to Ultraviolet and Visible Light,10.1021/cm060696g.s001,TiO2,,,,0.6
561,Dispersive capacitance and conductance across the phase transition boundary in metal-vanadium oxide-silicon devices,10.1063/1.3186024,V2O5,,,,0.7
207,Vanadium Pentoxide Thin Film Preparation Via Electrodeposition Method,10.2139/ssrn.5245985,V2O5,,,,0.6
304,Construction of V2O5@MXene Cathodes toward a High Specific Capacity Aqueous Aluminum-Ion Battery,10.1021/acs.nanolett.4c01363.s001,V2O5,,,,0.6
657,Vanadium Oxide-Carbon Nanotube Composite Electrodes for Use in Secondary Lithium Batteries,10.1149/1.1425791,V2O5,,,,0.6
621,Synthesis of carbon nanotube-tungsten oxide composite for carbon dioxide sensing application,10.58837/chula.the.2011.1782,WO3,,,,0.8
558,Transition from Battery to Pseudocapacitor Behavior via Structural Water in Tungsten Oxide,10.1021/acs.chemmater.6b05485.s001,WO3,,,,0.6
559,Remarkable Near-Infrared Electrochromism in Tungsten Oxide Driven by Interlayer Water-Induced Battery-to-Pseudocapacitor Transition,10.1021/acsami.0c08270.s001,WO3,,,,0.6
179,Facile Fabrication of a Nanocomposite Electrode for Enhanced Electrochemical Performance,10.21203/rs.3.rs-7148554/v1,ZnO,,,,0.95
189,Fabrication of surface-patterned ZnO thin films using sol-gel methods and nanoimprint lithography,10.1007/s10971-011-2545-1,ZnO,,,,0.95
243,Half-Metallicity of Wurtzite NiO and ZnO/NiO (0001) Interface: First Principles Simulation,,ZnO,,,,0.7
92,Impedance Spectroscopy-Based Reduced Graphene Oxide-Incorporated ZnO Composite Sensor for H2S Investigations,10.1021/acsomega.9b00754.s001,ZnO,,,,0.6
175,"Review for ""Electrochemical Detection of Diclofenac and Clindamycin Using ZnO Nanorods/RGO Nanocomposite Modified Electrode""",10.1039/d5ra07011b/v1/review1,ZnO,,,,0.6
192,Structural and optical properties of post annealed Mg doped ZnO thin films deposited by the sol gel method,10.1016/j.matlet.2013.07.104,ZnO,,,,0.6
193,"Influence of annealing temperature on the structural, topographical and optical properties of sol gel derived ZnO thin films",10.1016/j.matlet.2011.06.021,ZnO,,,,0.6
270,Investigation of Nanostructured Fe2O3:ZnO Sensor by Impedance Spectroscopy,10.1134/s1068337223040175,ZnO,,,,0.6
284,Smart cathodic protection system for real-time quantitative assessment of corrosion of sacrificial anode based on Electro-Mechanical Impedance (EMI),,ZnO,,,,0.6
564,Selective oxidation of 1-propanol over magnesium oxide promoted transition metal oxide catalysts,10.58837/chula.the.2002.1578,ZnO,,,,0.6
770,Paper Microfluidic Electrochemical Sensor for Salivary Cortisol Analysis,10.1149/ma2017-01/42/1952,ZnO,,,,0.6
773,An electrochemical microfluidic paper-based glucose sensor integrating zinc oxide nanowires,10.1109/memsys.2015.7050986,ZnO,,,,0.6
79,Electrochemical Performance of MnO2 Composite with Activated Carbon for Supercapacitor Applications,10.56042/ijems.v30i3.3681,activated_carbon,,,,0.6
511,Synthesis of nanoparticles from carboxymethyl cellulose using one-pot hydrothermal carbonization for Drug Entrapment Studies,,activated_carbon,,,,0.6
275,Investigation of Reaction Kinetics in Carbon Anode with Nano-Fillers through Impedance Spectroscopy,10.1149/ma2020-012387mtgabs,carbon_black,,,,0.6
513,Simple Cubic Carbon Phase C21-sc: A Promising Superhard Carbon Conductor,10.1016/j.carbon.2016.11.008,carbon_black,,,,0.6
554,Varying Impedance “Orbital Impedance Stability“ Graphene Based Supercapacitor Nanofiber Electrodes – Utilizing A New Direct Method of Studying Impedance Based on Actual Experimental Data,10.2478/acmy-2019-0008,carbon_black,,,,0.6
604,Electrochemical and electromechanical properties of carbon black/carbon fiber composite polymer actuator with higher performance than single-walled carbon nanotube polymer actuator,10.1016/j.electacta.2013.12.156,carbon_black,,,,0.6
37,Using electropolymerization based doping for electro-addressable functionalization of a multi-electrode array probe for nucleic acid detection,,carbon_fiber,,,,0.8
501,Transport properties of spiral carbon nanofiber mats containing Pd metal clusters using Pd2(dba)3 as catalyst,,carbon_fiber,,,,0.8
507,"Carbon nanofibers, precious commodities from sunlight & CO2 to ameliorate global warming, and supplement: Carbon nanofibers (from fossil fuel) Electric Power Plants",,carbon_fiber,,,,0.7
515,Sprayable Thin and Robust Carbon Nanofiber Composite Coating for Extreme Jumping Dropwise Condensation Performance,10.1002/admi.202001176,carbon_fiber,,,,0.7
516,A carbon-nanofiber glass composite with high electrical conductivity,,carbon_fiber,,,,0.7
